,0
362,"Алматыда 45 сантиметрге дейін қар жауды. 15 ақпан күні таңғы сағат 09:30-дағы жағдай бойынша қаладан 450 текше метр қар шығарылды, - деп хабарлайды"
363,Алматы облысында тергеу изоляторлары мен уақытша ұстау изоляторларынан қаңтардағы тәртіпсіздіктер барысында ұсталған 33 адам босатылды. Оның
364,"Алматыда полицейлер көлік әйнегін сындырып, зат ұрлаған ер адамды ұстады. Оның заңсыз әрекеттері тұрғын үй кіреберісіндегі бейнебақылау камерасына"
365,Алматыда жолға түкірген BMW жүргізушісі жауапқа тартылды. Бұл туралы Алматы Полиция департаменті бастығының тергеу жөніндегі орынбасары Рустам
366,Алматы тұрғындары үйсіздер метро бекеттерін паналап жүргеніне алаңдаушылық білдірді. Бұл туралы Facebook қолданушысы жазды және оны басқа да
367,"Қорғаншылық және қамқоршылық орган өкілдері Алматы ауруханасында тасталған екі жасар бала туралы айтты, - деп хабарлайды Tengrinews.kz тілшісі."
368,"Алматы тұрғындарын супермаркет алдында автотұрақта тұрған көлік салонындағы автомат шошытты, - деп хабарлайды Tengrinews.kz тілшісі."
369,"Алматы полицейлері тұрғыннан сегіз ""Сайга"" қаруын тәркіледі, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz порталына сілтеме жасап. "
370,"Алматы қаласы Тұрғын үй саясаты басқармасы алматылықтарға ауа райы құбылмалы болатынын, сондықтан сақ болуға шақырды, - деп хабарлайды Tengrinews.kz"
371,"Алматыдағы тәртіпсіздіктер кезінде шерушілерге темір шыбық таратқандар ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Қазақстан Республикасының"
372,"Алматы әкімі Ерболат Досаевтың орынбасары болып Арман Қырықбаев тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі."
373,"Алматы полицейлері қару-жарақ дүкенінен ұрланған қаруды тәркіледі, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz-ке сілтеме жасап."
374,"Мақсат Кикимов Алматы әкімінің орынбасары қызметінен кетті, - деп хабарлайды Tengrinews.kz тілшісі."
375,"Алматыдағы Райымбек даңғылында бірден үш автобус соқтығысты, - деп хабарлайды Tengrinews.kz тілшісі."
376,"Алматы троллейбустарында жүрген ит жоғалғанына бір жарым ай өткеннен кейін иелеріне қайтарылды, - деп хабарлайды Tengrinews.kz тілшісі КТК"
377,"Қазақстандық әуекомпания 1 наурыздан бастап Мысырға рейсті қалпына келтіруді жоспарлап отыр, - деп хабарлайды Kaz.tеngritravel.kz тілшісі."
378,"Куәгерлер Алматыдағы Сәтбаев пен Байтұрсынов көшелері қиылысында көлік қозғалысына кедергі келтірген мас адамды видеоға түсіріп алған, - деп"
379,"Алматы маңында шопан қару-жарақ пен оқ-дәрі сақталған қойманы тауып алды, - деп хабарлайды Tengrinews.kz тілшісі қалалық ПД мәліметіне сілтеме"
380,"Алматыда 9 ақпаннан 10 ақпан таңға дейін қар жауады, - деп хабарлайды Tengrinews.kz тілшісі."
381,Туристер Сол Талғар шатқалындағы Богданович мұздығындағы Октябрь үңгіріне кіру үшін келушілерден ақша жинап жатқан белгісіз адамдарға шағымданды.
382,"Алматыда қаңтар оқиғасы кезінде қару-жарақ дүкенінен қару ұрлаған кәсіпорын күзетшісі ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz"
383,Алматы облысының тұрғыны үйін өмірде қиын жағдайға тап болған адамдарға арналған баспанаға айналдырды. Бүгінде сегіз зейнеткер мен мүгедек Саниям
384,"Алматыда ""Яндекс.Такси"" жүргізушісі жол қозғалысы ережесін бұзғаны үшін жазаланды. Ер адам әлеуметтік желілерде таралған видеода ескерту жасаған"
385,"Алматыдағы тәртіпсіздіктер кезінде әкімшілік ғимараттарға шабуыл жасады деген күдіктілер ұсталды, - деп хабарлайды Tengrinews.kz тілшісі ҰҚК"
386,"Полиция қызметкерлері ""Көк Төбе"" телемұнарасы маңындағы бұталардан екі тегіс ұңғылы мылтық пен оқ-дәрілерді тапты, - деп хабарлайды Tengrinews.kz"
387,"Алматыда Шығыс айналма жолының әртүрлі учаскелерінде бір мезетте үш жол апаты болды, - деп хабарлайды Tengrinews.kz тілшісі."
388,"Алматы әкімі Ерболат Досаев қаладағы жаңа екі метро станциясы қашан іске қосылатынын айтты, - деп хабарлайды Tengrinews.kz тілшісі. Бұл туралы"
389,"Алматы-Қапшағай тасжолында жаппай жол апаты болды, - деп хабарлайды Tengrinews.kz тілшісі."
390,"Мемлекет басшысы Қасым-Жомарт Тоқаев Алматының дамуы мен қала тұрғындарының өмірі туралы айтты, - деп хабарлайды Tengrinews.kz тілшісі."
391,"Алматы әкімдігі қалада неге жол-көлік оқиғасы жиілегенін түсіндірді, - деп хабарлайды Tengrinews.kz тілшісі."
392,Алматы әкімі Ерболат Досаев әл-Фараби даңғылындағы жөндеу жұмыстарын тоқтатты. Қаржы басқа мақсаттарға жұмсалады. Бұл туралы қала әкімі Президент
393,"Алматыда жаппай тәртіпсіздікке қатысушыларға темір таратқандар ұсталды. Бұл туралы қалалық Полиция департаменті өкілі мәлімдеді, - деп хабарлайды"
394,"Алматыда таңғы сағат алтыдан бері 25-тен астам жол-көлік оқиғасы тіркелді. Қалалық Полиция департаменті мәліметінше, 10 жол-көлік оқиғасында"
395,"Алматыда бірден екі ірі жол апаты болды. Алдын ала мәлімет бойынша, бірден 20-дан астам көлік соқтығысқан, - деп хабарлайды Tengrinews.kz тілшісі."
396,"Алматы әкімдігінің Кәсіпкерлік басқармасы тамақ өнімдерін өндіру саласында қанша кәсіпорын жұмысын тоқтатқанын айтты, - деп хабарлайды Tengrinews.kz"
397,"Алматыда оқ-дәрі жасырылған екі орын табылды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
398,"Алматы, Алматы және Қызылорда облыстары ҰҚКД лауазымды тұлғалары еш әрекет етпеді. Бұл туралы арнайы прокурорлар қызметінің бастығы Ризабек"
399,Қазақстандағы жаппай тәртіпсіздіктен кейін тыйым салынған экстремистік ағымдардың 35 мүшесі тұтқындалды. Бұл туралы Арнайы прокурорлар қызметінің
400,Жаппай тәртіпсіздік пен лаңкестік әрекеттерді ұйымдастырды және оларға қатысты деген күдікпен 467 адам қамауға алынды. Бұл туралы Арнайы прокурорлар
401,"""Дикий Арман"" деген лақап атпен танымал Арман Жұмагелдиевтің қылмыстық тобының мүшелері 24 бейбіт тұрғынды ұрлап, күштеп ұстаған. Бұл туралы"
402,"Түркістан облысы Шардара қаласында алаяқ мұғалімдердің шотынан өзіне ақша аударып алып отырған, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz"
403,"Алматы полициясы қарияға таяқпен шабуылдаған көлік жүргізушісі ұсталғанын хабарлады, - деп хабарлайды Tengrinews.kz тілшісі."
404,"Алматыдағы тәртіпсіздіктер кезінде лаңкестер мен тонаушылар әрекеті түсіп қалған жаңа видеолар жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
405,"Түрксіб ауданындағы бірқатар үйлерде екі түн суық су болмайды, - деп хабарлайды Tengrinews.kz тілшісі."
406,Қазақстандық журналист Вера Захарчукке берген сұхбатында Қазақстан Президенті Қасым-Жомарт Тоқаев қаңтар трагедиясын тергеудегі шектен шығулар
407,Алматы полициясы бастығының орынбасары ер адамның қарияны таяқпен ұрып-соғып жатқаны түсірілген видеоны тәртіп сақшылары тексеруді бастағанын
408,"Ішкі істер министрі Ерлан Тұрғымбаевтың тапсырмасы бойынша ҚР ІІМ М.Есболатов атындағы Алматы академиясында ""Полиция және БАҚ: өзара іс-қимыл"
409,"КТК телеарнасы Алматыдағы тәртіпсіздіктер кезіндегі эксклюзив кадрларды жариялады, - деп хабарлайды Tengrinews.kz тілшісі."
410,"Алматыда қару-жарақ дүкенін тонап кеткендер ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап. "
411,"Алматының орталығынан қару-жарақ арсеналы табылды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап. "
412,"Желіде Алматыдағы тәртіпсіздіктер түсірілген тағы бірнеше видео жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
413,"Алматыда санкцияланған митинг өтіп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
414,"Алматыда 200-ден аса кәсіпкер келтірілген шығындар үшін өтемақы төлемдерін алды. Бұл туралы Кәсіпкерлік және инвестициялар басқармасы мәлімдеді,"
415,"Алматы облысы полициясы дәмханаға барғаннан 18 азамат медициналық көмекке жүгінген іс бойынша қылмыстық іс қозғады, - деп хабарлайды Tengrinews.kz"
416,"Полиция қызметкері Биллклинтон Осипов Алматыдағы қайғылы оқиғаны еске алып, тәртіпсіздіктер кезінде қаланы қорғау тәртіп сақшыларына қаншалықты"
417,"Алматыда үйлердің бірінен есірткі жылыжайы анықталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
418,"Алматыда тағы 3 мың камера пайда болады, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
419,"Қаладағы тәртіпсіздіктерден кейін ұсталған алматылық Тимур Ким тергеу изоляторынан босатылды, - деп хабарлайды Tengrinews.kz тілшісі."
420,Алматы әкімдігі елде әкімдерді сайлауды енгізуді талап еткен белсенділерге митинг өткізуге рұқсат берді. Бұл туралы белсенді Марат Тұрымбетов
421,"Батыс Қазақстан облысында Алматыда болған жаппай тәртіпсіздік кезінде тонауға қатысқан күдікті ұсталды, - деп хабарлайды Tengrinews.kz тілшісі"
422,"Ұлттық экономика министрі Әлібек Қуантыров 2022 жылғы 31 қаңтардағы бұйрық бойынша мемлекеттік мүлікті жалға беру қағидаларына өзгерістер енгізді,"
423,Көлік полициясы қаңтар оқиғасынан кейін 72 қылмыстық істі тергеп жатыр. Бұл туралы ҚР ІІМ Көліктегі полиция департаменті бастығының орынбасары
424,"Алматы тұрғыны полиция бөлімінің камерасында асылып қалған, - деп хабарлайды Tengrinews.kz тілшісі."
425,"Алматы әкімі Ерболат Досаев 19 құрылыс нысандарындағы барлық жұмысты тоқтатты, - деп хабарлайды Tengrinews.kz тілшісі."
426,"Қазақстан мен Кувейт арасындағы тұрақты рейстердің саны аптасына 2-ден 3 рейске дейін (сейсенбі, сәрсенбі және жексенбі) артты, - деп хабарлайды"
427,"Қаржы нарығын реттеу агенттігі Алматыдағы жаппай тәртіпсіздік кезінде тоналған ломбардтардағы заттардың иелеріне шығын қалай өтелетінін айтты,"
428,Жамбыл облысында полицейлер Алматы қалалық балалар ауруханасында бірнеше ай бойы қалып қойған екі жасар баланың әжесін тапты. Мұның алдында
429,"Алматы облысы Полиция департаменті бастығының орынбасарлары мен Талдықорған полиция басшысы қызметінен босатылды. Бұл туралы ІІМ өкілі мәлімдеді,"
430,"Елордалық жас режиссерлер Қазбек Рүстембеков пен Еламан Шаубанов Алматыдағы қаңтар оқиғасы туралы әлеуметтік ролик түсірді, - деп хабарлайды"
431,"Алматының жаңа әкімі Ерболат Досаев өзінің тағайындалуы және қала басшысы ретінде шешуді жоспарлап отырған міндеттері туралы айтты, - деп хабарлайды"
432,"Қыркүйектен бастап Алматы ауруханаларының бірінде екі жасар бала жатыр. Баланың ата-анасы әлі күнге дейін баланы ауруханадан алып кетпеген,"
433,"Полиция қызметкері ""Анна"" қару-жарақ дүкенін тонаған Жамбыл облысының 33 жастағы тұрғыны ұсталғанын мәлімдеді, - деп хабарлайды Tengrinews.kz"
434,"Алматы қаласының бұрынғы әкімі Бақытжан Сағынтаев алматылықтарға үндеу жасады, - деп хабарлайды Tengrinews.kz тілшісі."
435,"Бақытжан Сағынтаев Алматы әкімі қызметінен кетті, - деп хабарлайды Tengrinews.kz тілшісі."
436,"Ерболат Досаев Алматы қаласының әкімі болып тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі Ақорда ресми сайтына сілтеме жасап."
437,"Алматыда Бақытжан Сағынтаев өзі араласып, тұрғындардың сауалына жауап берген учаскедегі құрылыс жұмыстары қайта басталды, - деп хабарлайды Tengrinews.kz"
438,Алматыда Биллклинтон Осипов есімді ер адам тұрады. Ол полицияда жұмыс істейді. Tengrinews.kz тілшісі АҚШ-тың бұрынғы президентімен аттас алматылықты
439,"Алматыда Достық даңғылында көлік ағашқа соғылып, жүргізуші оқиға орынында қаза болды, - деп хабарлайды Tengrinews.kz тілшісі."
440,"Алматыда қаңтардағы оқиға салдарынан келтірілген залалды өтеуге 17 кәсіпкерге 33 миллион теңге төленді, - деп хабарлайды Tengrinews.kz тілшісі"
441,"Алматы мен облыстың алты тұрғыны жаппай тәртіпсіздікке қатысқаны үшін ұсталды. ІІМ мәліметінше, олар полицейлер мен әскери қызметкерлерге қарсы"
442,"Алматыда қою тұман байқалып, әуежайда рейстер шегеріліп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
443,"Бақытжан Сағынтаев отставкасы талап етілген петицияға қатысты пікір білдірді. Алматы әкімінің сұхбаты Baitassov Live YouTube-арнасында жарияланды,"
444,"Президент Қасым-Жомарт Тоқаев Қазақстандағы парламенттік жүйені реформалау туралы шындап ойланып жүргенін айтты, - деп хабарлайды Tengrinews.kz"
445,"Президент Қасым-Жомарт Тоқаев тұрғындардың Алматының атын өзгерту туралы ұсынысына пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
446,"Мемлекет басшысы Қасым-Жомарт Тоқаев ""Хабар 24"" телеарнасының журналисі Вера Захарчукке берген сұхбатында қаңтардың басындағы оқиғалардан кейін"
447,"Президент Қасым-Жомарт Тоқаев қаңтардағы жаппай тәртіпсіздікті ұйымдастырушылар мен қатысушыларды материалдық құндылықтар қызықтырмайтынын айтты,"
448,"Әлеуметтік желілерде қожайынынан жасырынуға тырысып, қашып жүрген иттің видеосы жарияланды. Алматы полициясы тексеру жүргізді, - деп хабарлайды"
449,"Алматыда велосипед бағдаршамдары пайда болады, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап. "
450,"Алматының бас мемлекеттік санитария дәрігері Қарлығаш Әбдіжаббарова жаңа қаулыға қол қойды, - деп хабарлайды Tengrinews.kz тілшісі."
451,"Алматыда пранк жасаған ер адам 10 тәулікке қамауға алынды, - деп хабарлайды Tengrinews.kz тілшісі."
452,"Алматыда метро бекеті маңынан оқ-дәрі табылды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
453,Алматыға қаңтар оқиғасын тергеу үшін еліміздің басқа өңірлерінен 14 сот-медициналық сарапшы келді. Олармен бірге жұмысқа тағы 19 жергілікті
454,Мемлекет басшысы Қасым-Жомарт Тоқаевтың Жарлығы бойынша жаппай тәртіпсіздік кезінде қызметтік міндеттерін атқару үстінде қаза тапқан полиция
455,Төле би көшесін Яссауи көшесінен қала шекарасына дейін ұзартуға 17 миллиард теңгеге жуық қаражат бөлінді. Бұл соманы Қалалық мобильділік басқармасы
456,"Алматыда жүк көлігі кенет аударылып кетті. Оқиға болған сәт видеотіркегішке түсіп қалған, - деп хабарлайды Tengrinews.kz тілшісі."
457,Денсаулық сақтау министрлігінің Санитарлық-эпидемиологиялық бақылау комитеті байқау жариялады. Ведомство алматылық департаментті басқаратын
458,"Қазақстанда оңтүстік өңірлердегі электр қуаты неге сөнгенін тексеретін арнайы комиссия құрылды, - деп хабарлайды Tengrinews.kz тілшісі Энергетика"
459,"Алматыда жүргізуші куәлігін сатып алуға ""көмектескен"" ер адам ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме"
460,"Қаңтар оқиғасы кезінде тәртіпсіздіктерге қатысты деген 7 күдікті тергеу изоляторынан босатылды, - деп хабарлайды Tengrinews.kz тілшісі Almaty.tv"
461,"Алматыдағы жағдайға байланысты жергілікті атқарушы органдардың 51 мемлекеттік қызметі ""Электронды үкімет"" порталында уақытша қолжетімсіз, -"
462,Алматының Түрксіб ауданы аумағында антитеррорлық операция режимі енгізілді. Бұл туралы Терроризмге қарсы күрес жөніндегі қалалық жедел штаб
463,"Алматылық Мұстафа Дайрабай каңтардағы тәртіпсіздіктер кезінде жараланған. 6 қаңтарда белгісіз біреулер оқ жаудырып, оның басына оқ тиген, -"
464,"Оқиға 23 қаңтарда Алматы - Талғар тасжолында болған. Toyota Prado жүргізушісі қарсы жолаққа шығып кетіп, Honda Stream көлігімен соқтығысқан."
465,"Алматыда электр қуаты толық қалпына келтірілді. Бұл туралы ""Алатау Жарық компаниясы"" АҚ мәлімдеді, - деп хабарлайды Tengrinews.kz тілшісі."
466,Қалалық денсаулық сақтау басқармасы өкілі Алматыдағы тәртіпсіздіктер кезінде зардап шеккен науқастар қайда жеткізілгенін және олар қандай жағдайда
467,"Алматыда электр жарығы қашан толық қалпына келетіні белгілі болды, - деп хабарлайды Tengrinews.kz тілшісі."
468,Алматыда коронавирусқа байланысты эпидемиологиялық жағдай нашарлап бара жатыр. Бұл туралы қаланың бас мемлекеттік санитария дәрігері Қарлығаш
469,"Энергетика саласының сарапшысы әрі KEGOC АҚ-тың бұрынғы басшысы бірнеше өңірде электр қуаты өшіп қалуының ықтимал себептері туралы айтты, -"
470,"Алматыдағы ауруханаларда жарық өшкен жоқ. Бұл туралы ""Алатау жарық компаниясы"" АҚ мәлімдеді, - деп хабарлайды Tengrinews.kz тілшісі."
471,"Алматы әкімдігі мен ""Самұрық-Энерго"" өкілі жарық жаппай сөніп қалуына қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
472,"Алматы қалалық мобильділік басқармасы электр қуаты өшкенде қоғамдық көліктер қалай жұмыс істейтінін айтты, - деп хабарлайды Tengrinews.kz тілшісі."
473,Алматыда алаяқтық жасады деген күдікке ілінген 27 жастағы келіншек жазадан құтылу үшін түсік түсіргені туралы әңгіме құрастырған. Бұл туралы
474,Ішкі істер министрлігі қаңтардағы тәртіпсіздіктерге қатысты деген күдікпен қамауда отырған алматылық мұғалім Өркен Ерзаттың туыстарының арызын
475,"Алматыда ұрланған мылтық пен оқ-дәрілер қоймасы табылды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
476,"Алматы әкімдігі жаппай тәртіпсіздік кезінде бүлінген 11 үйді қалпына келтіру жұмыстары жүргізіліп жатқанын хабарлады, - деп хабарлайды Tengrinews.kz"
477,"Танымал музыкант Ренат Гайсин мен әнші Dinaya қаңтардағы тәртіпсіздіктер кезінде қаза тапқан қазақстандықтарға арналған ""Періштелер"" атты ән"
478,"Алматыда Абай даңғылынан жоғары ғимараттар биіктігі қалай шектелуі мүмкін екені айтылды, - деп хабарлайды Tengrinews.kz тілшісі."
479,"Алматыда үш жолайрық құрылысын аяқтау мерзімі айтылды. Бұл туралы қалалық мобильділік басқармасының басшысы Ғани Мұрзаханов мәлім етті, - деп"
480,"Алматыдағы құрылыс алаңдарының бірінде кранының құлауының алдын ала себебі анықталды, - деп хабарлайды Tengrinews.kz тілшісі."
481,"24 қаңтардан бастап Алматыда жаппай тәртіпсіздік кезінде зардап шеккен жеке тұлғаларға өтемақы төленеді, - деп хабарлайды Tengrinews.kz тілшісі."
482,"Бақытжан Сағынтаев азық-түлік сатушыларға жүгінді. Алматы әкімі оларды бағаны көтермеуге шақырды, - деп хабарлайды Tengrinews.kz тілшісі."
483,"2022 жылдың 21 қаңтарынан бастап Qatar Airways катарлық әуекомпания Доха - Алматы - Доха бағыты бойынша рейстерді қайта бастады, - деп хабарлайды"
484,"Алматы ПД қаңтардағы тәртіпсіздіктер кезінде тұтқындалғандарды іздеуге арналған байланыс орталығының нөмірін жариялады, - деп хабарлайды Tengrinews.kz"
485,"21 қаңтарда Райымбек батыр метро бекетінде төбелес шыққан. Куәгерлер болған оқиғаны суретке түсіріп алған, - деп хабарлайды Tengrinews.kz тілшісі."
486,"""ҚР БҒМ ҒК СЭМЭ"" ММ сейсмикалық станциялар желісі Алматыдан 9,9 шақырым жерде жер сілкінісі болғанын тіркеді, - деп хабарлайды Tengrinews.kz"
487,Алматыда Таугүл ауданындағы құрылыс алаңында кран құлады. Оқиға салдарынан бір адам қаза тапты. Бұл туралы қала әкімдігі мен Полиция департаменті
488,"Алматы қаласы бас мемлекеттік санитария дәрігерінің жаңа қаулысы жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
489,Бас прокуратураның бірінші қызмет бастығының орынбасары Елдос Қилымжанов бүгінде елдегі тәртіпсіздіктер бойынша 819 қылмыстық іс тергеліп жатқанын
490,"КТК телеарнасы Алматыдағы медиаорталыққа шабуыл жасалған сәттің кадрларын көрсетті, - деп хабарлайды Tengrinews.kz тілшісі."
491,Денсаулық сақтау министрлігі мен Алматы әкімдігі дәріханаларда тұзды ерітінді мен басқа да негізгі дәрілер тапшылығына қатысты шағымдарға жауап
492,"""Атамекен"" Ұлттық палатасы өкілі қаңтардағы тәртіпсіздіктерден кейінгі шығын кімге және қалай өтелетінін мәлімдеді, - деп хабарлайды Tengrinews.kz"
493,"Қалалық кардиология орталығының қызметкері лаңкестік шабуыл кезінде дәрігерлер аурухананы қалай қорғағанын айтты. 5 қаңтарда, бүлік кезінде"
494,"Алматы халықаралық әуежайында қалыпқа келтіру жұмыстары жалғасып жатыр. Аумақты әлі де әскери бөлімшелер күзетеді, кіреберіске арнайы техникалар"
495,"Алматы облысында Алматыдағы тәртіпсіздіктер кезінде қару-жарақ дүкенінен ұрланған қарулар сақталған қойма анықталды, - деп хабарлайды Tengrinews.kz"
496,"Алматы қалалық ПД шабуылдан кейінгі полиция ғимараттарын көрсетті, - деп хабарлайды Tengrinews.kz тілшісі polisia.kz сайтына сілтеме жасап."
497,"Алматыда Абай даңғылынан жоғары салынатын жаңа ғимараттардың қабат саны шектеледі. Қала әкімі Бақытжан Сағынтаев осындай тапсырма берді, - деп"
498,"Алматы полициясы тәртіпсіздіктерден кейін содырлар жерленген орындар табылғаны туралы хабарлады, - деп хабарлайды Tengrinews.kz тілшісі."
499,"Сенатор Ләззат Сүлеймен қаңтардағы жаппай тәртіпсіздікке қатысқандарды бейбіт митингке шыққандар ретінде көрсету көбейгенін айтты, - деп хабарлайды"
500,"Бақытжан Сағынтаев Алматыда жол-көлік инфрақұрылымын дамыту туралы айтты, - деп хабарлайды Tengrinews.kz тілшісі."
501,"Алматыда жаппай тәртіпсіздікке қатысушыларға қару таратқандар ұсталды, - деп хабарлайды Tengrinews.kz тілшісі."
502,"Алматыда қаңтардағы оқиғаларға арналған пантеон салынады. Бұл туралы қала әкімі Бақытжан Сағынтаев мәлімдеді, - деп хабарлайды Tengrinews.kz"
503,"Алматы әкімі Бақытжан Сағынтаев жаппай тәртіпсіздік кезінде зардап шеккен кәсіпкерлерге қандай көмек көрсетілетінін айтты, - деп хабарлайды"
504,"Алматыда тәртіпсіздік кезінде зардап шеккен дәрігерлерге, полиция қызметкерлеріне және өртсөндірушілерге 2 миллион теңгеге дейін қаражат беріледі,"
505,Алматы қаласы Полиция департаментінің басшысы Қанат Таймерденов содырлар ПД ғимаратына басып кіруге әрекеттенбес бұрын тәртіп сақшыларына қаруды
506,"Жылжымайтын мүлік жөніндегі сарапшы Алматыдағы тәртіпсіздіктер бір шаршы метр құнына қалай әсер еткенін айтты, - деп хабарлайды Tengrinews.kz"
507,"Алматыда ұзақ уақыттан кейін қар жауды, - деп хабарлайды Tengrinews.kz тілшісі."
508,"Алматылық атқыш Игорь Дужновтың қамауға алу мерзімі тағы бір айға ұзартылды, - деп хабарлайды Tengrinews.kz тілшісі."
509,"Тәртіп сақшылары Нұр-Сұлтанға синтетикалық есірткі жеткізу желісін кесті, - деп хабарлайды Tengrinews.kz тілшісі елордалық Полиция департаменті"
510,Алматы әкімінің орынбасары Ілияс Өсеров көлігі қаладағы тәртіпсіздіктер кезінде бүлінгенін дәлелдеген жүргізушілерге келтірілген шығынды өтеу
511,Елордалық полиция қызметкерлері Алматыда тонауға қатысы бар күдіктіні ұстады. Тінту кезінде Алматы облысының 20 жастағы тұрғынынан ноутбук пен
512,"Алматыда ұялы телефон орталығын тонағандар ұсталды, - деп хабарлайды Tengrinews.kz тілшісі."
513,"Алматыда қару-жарақ қоймаларын тонауға қатысқан ер адам ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап. "
514,"Алматыда полиция қызметкерлері терроризмге қарсы операцияға байланысты кейбір көшені жауып тастады, - деп хабарлайды Tengrinews.kz тілшісі."
515,"Алматыдағы жаппай тәртіпсіздік кезінде лаңкестер қолынан зардап шеккен әскери қызметкерлер сол кездегі оқиғалар қалай болғанын айтып берді,"
516,"15 қаңтарда Алматы облысы Еңбекшіқазақ ауданында жол апаты болды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сілтеме жасай"
517,Алматылық көпбалалы ана лаңкестер басып алған президент резиденциясынан сарбаздар мен қарапайым азаматтарды ауруханаға жеткізуге атсалысыпты.
518,"Алматыда жаппай тәртіпсіздік кезінде жоғалып кеткен қала тұрғындарын іздеу жалғасып жатыр, - деп хабарлайды Tengrinews.kz тілшісі КТК телеарнасына"
519,Алматы қаласы Алмалы ауданында киім-кешек пен аяқкиім сататын дүкенді тонап кеткен үш ер адам ұсталды. Бұл туралы Алматы Полиция департаменті
520,"Денсаулық сақтау министрі Ажар Ғиният Қазақстанда қаңтарда қаза тапқандар мен зардап шеккендер туралы айтты, - деп хабарлайды Tengrinews.kz"
521,"Алматыда террористік қауіптің ""қызыл"" деңгейі сақталады, - деп хабарлайды Tengrinews.kz тілшісі. Бұл туралы Алматы қалалық терроризмге"
522,2022 жылғы қаңтардағы жаппай тәртіпсіздіктер мен бүлік кезінде банктер мен микроқаржы ұйымдарына келтірілген шығынның алдын ала сомасы белгілі
523,"Алматы облысының коменданты Серік Күдебаев тұрғындарға үн қатты. Өз мәлімдемесінде ол азаматтардан заңсыз шерулерге қатысудан бас тартуын сұрады,"
524,Art Sport үйірмелеріне баратын балалардың ата-аналарына бағдарламаның тағдыры белгісіз екені және 2022 жылдың қаңтар айына өздері төлем жасау
525,"Алматы полициясы мегаполистегі тәртіпсіздіктер кезінде бүлінген және қираған көлік қалдықтары сақталған автотұрақты көрсетті, - деп хабарлайды"
526,"Алматыны қалың тұман басты. Қала тұрғындары әлеуметтік желілерде суреттерді бөлісті, - деп хабарлайды Tengrinews.kz тілшісі."
527,"Қасіретті қаңтарда болған тәртіпсіздіктер кезінде елді жауға бермей қызғыштай қорғаған сарбаздар ""Антымызға адал болдық"" деп еске алды. Олар"
528,"Алматы комендатурасының баспасөз қызметі өкілі 18 қаңтардағы қаладағы жағдайды айтты, - деп хабарлайды Tengrinews.kz тілшісі."
529,"Алматы тұрғыны Гауһар Кәрімбекова 5 қаңтарда 12 жасар ұлы Сұлтанның өліміне себеп болған оқиға туралы айтып берді, - деп хабарлайды Tengrinews.kz"
530,Қазақстандағы адам құқықтары жөніндегі уәкіл Эльвира Әзімова Алматыдағы тәртіпсіздіктер кезінде ұсталғандардың адам құқықтарын бұзу туралы шағымдары
531,"Полиция қызметкерлері ірі құрылыс супермаркетін тонауға қатысқан ер адамды анықтады, - деп хабарлайды Tengrinews.kz тілшісі Рolisia сайтына"
532,"Алматы тұрғындары үйлері мен пәтерлерінен газ иісі шығып жатқанына шағымданды. ""Интергаз Орталық Азия"" АҚ ""Алматы"" магистральдық газ құбырлары"
533,"Алматыдағы тәртіпсіздіктер кезінде 170 велосипед ұрланып, 220-сы сынған. Бұл туралы қалалық мобильділік басқармасының басшысы Ғани Мұрзаханов"
534,"Алматыдағы тәртіпсіздік кезінде зардап шеккен 110 адам әлі де стационарларда, оның ішінде 8 адам жансақтауда жатыр. Бұл туралы қалалық қоғамдық"
