,0
169,"Kaspi.kz және компанияның негізін қалаушылар Вячеслав Ким мен Михаил Ломтадзе ""Қазақстан халқына"" қорына 10 миллиард теңге аударады, - деп хабарлайды"
170,"Президенттің тапсырмасы бойынша құрылған ""Қазақстан халқына"" қоғамдық әлеуметтік қорының басшысы болып Болат Жәмішев тағайындалды, - деп хабарлайды"
171,"Бас мемлекеттік санитария дәрігерінің қаулысы жарияланды, - деп хабарлайды Tengrinews.kz тілшісі Санитариялық-эпидемиологиялық бақылау комитетінің"
172,"Әлеуметтік желіде Алматыдағы тәртіпсіздіктер ошағынан түсірілген видеолар тарап кетті. Видео авторы Дамир Аманжолов адамдарды құтқарғанын айтып,"
173,"Денсаулық сақтау министрі Ажар Ғиният ""Қазақстан халқына"" қорының қаржысы қандай бағытта жұмсалатынын айтты, - деп хабарлайды Tengrinews.kz"
174,"Ақтоты Райымқұлова мәдениет және спорт министрі лауазымындағы 2,5 жыл ішіндегі жұмысы туралы қысқаша қорытынды жасады, - деп хабарлайды Tengrinews.kz"
175,"Дәурен Абаев Қазақстан Республикасының мәдениет және спорт министрі болып тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі."
176,"Мемлекет басшысы Қасым-Жомарт Тоқаев жаңа үкімет мүшелерін тағайындады, - деп хабарлайды Tengrinews.kz тілшісі."
177,"Президент Қасым-Жомарт Тоқаев ""Қазақстан халқына"" қоры немен айналысатынын айтты, - деп хабарлайды Tengrinews.kz тілшісі."
178,"Мәдениет және спорт министрлігі өкілі Алматыдағы Орталық мемлекеттік музей мен Ұлттық кітапханаға шабуыл жасалғанын мәлімдеді, - деп хабарлайды"
179,Алматы қалалық Спорт басқармасының басшысы Рүстем Байсейітовке ота жасалды. Бұл туралы Tengrinews.kz тілшісіне дереккөз хабарлады.
180,"Алматы әкімі Бақытжан Сағынтаевқа шабуыл жасалды, - деп хабарлайды Tengrinews.kz тілшісі. Бұл мәліметті оның орынбасары Ержан Бабақұмаров растады."
181,"Әйгілі саяхатшылар қызметінің негізін қалаушы және бас директоры Навин Диттакави жұлдызнама белгісіне қарай 2022 жылы қайда бару керегін айтты,"
182,"Президент Қасым-Жомарт Тоқаев қазақстандықтарды 2022 жылы не күтіп тұрғанын айтты, - деп хабарлайды Tengrinews.kz тілшісі."
183,"ER-BATYR жобасының жаңа шығарылымы қонақтармен сұхбат барысындағы ең үздік сәттерге арналған, онда ер адамның отбасы мен қоғамдағы ролі, жауапкершілігі"
184,"Жазғы демалыс сияқты қысқы каникулдың да көп адамдар үшін маңызы зор. Жаздағыдай абыр-сабыр, у-шу, қапырық ыстық жоқ, қысқа мерзімді болса да,"
185,Даңқты қолбасшы Жалаңтөс Баһадүрдің 445 жылдығына орай Сыр еліндегі Қазалы ауданында ескерткіш ашылды. Салтанатты шараға Қызылорда облысының
186,"Азия күрес федерациясының президенті және UWW бюросының мүшесі Дәулет Тұрлыханов Қазақстан грек-рим, еркін және әйелдер күресі федерациясының"
187,"Айдос Сәкенов Қазақстан Республикасы Мәдениет және спорт министрлігінің Туризм индустриясы комитеті төрағасы болып тағайындалды, - деп хабарлайды"
188,"Ақтөбедегі заң институтының қызметкері, полиция майоры Динара Дүйсенбаева Түркияда өткен әмбебап жекпе-жектен әлем чемпионатында алтын медаль"
189,Ақтөбе қаласының әкімі Асхат Шахаров қаладағы көшелерді түнгі жарықтандыру және қоғамдық орындарды көріктендіру жұмыстарының жүзеге асырылуымен
190,Бұл - Chevrolet пен Tengrinews бірлескен жобасының екінші шығарылымы. Жоба Қазақстан Республикасы Тәуелсіздігінің 30 жылдығына арналған.
191,"Қазақстанда спортшыларды даярлау жүйесін жетілдіру жоспарланып отыр. Мәдениет және спорт министрі Ақтоты Райымқұлованың айтуынша, талантты бала"
192,Chevrolet Tengrinews сайтымен бірге Тәуелсіздіктің 30 жылдығына орай Қазақстан мақтанышына өз өмірін отанымыздың бірегей жерлерімен байланыстырған
193,"Нидерланды премьер-министрінің міндетін атқарушы Марк Рютте, COVID-19 омикрон штамының таралуына байланысты елде рождество және жаңа жыл мерекелері"
194,"Қазақстандық боксшы Батыр Жүкембаев (19-1, 15 КО) мексикалық Хуан Хосе Мартинес Альваресті сенімді жеңді, - деп хабарлайды Vesti.kz."
195,"Талдықорған Ұлы Жібек жолының бойында, Жетісудың дәл ортасында, Қараталдың жағасында орналасқан. Ортағасырлық дәуірде қаланың орны ұшы-қиырына"
196,"Мемлекет басшысы Қасым-Жомарт Тоқаев Қазақстан Республикасы Тәуелсіздігінің 30 жылдығына арналған салтанатты жиында елдің тыныштығы мен тұрақтылығы,"
197,"Нұрсұлтан Назарбаев қазақстандық альпинист Мария Әуезованы қолдайтынын айтты, - деп хабарлайды Tengrinews.kz тілшісі."
198,"Оралда ер адам үш жыл бұрын жоғалған ұлын іздестіріп жүр, - деп хабарлайды Tengrinews.kz тілшісі ""Надежда"" газетіне сілтеме жасап."
199,"Мәскеудегі WKF лигасының аралас жекпе-жегіндегі іріктеу турнирі жаппай төбелеспен аяқталды, - деп хабарлайды Tengrinews.kz тілшісі kun.uz"
200,"Атырау облысы әкімдігі облыс әкімінің орынбасары Бақытгүл Хаменоваға қатысты тергеуде айтылған Абай ескерткіші туралы пікір білдірді, - деп"
201,"Нұрсұлтан Назарбаев пауэрлифтингтен спорт шебері, альпинист Мария Әуезовамен кездесті, - деп хабарлайды Tengrinews.kz тілшісі Elbasy.kz сайтына"
202,Серік Маратұлы Жарасбаев Қазақстан Республикасының мәдениет және спорт вице-министрі қызметіне тағайындалды. Бұл туралы Қазақстан премьер-министрі
203,"Алматы облысы, нақтырақ айтсақ, Жетісу өңірі - табиғаты тамаша, Қазақстандағы ежелгі мекендердің бірі. Мұнда көз тоймайтын табиғат көріністері"
204,"Алматы тауларында екінің бірі біле бермейтін ерекше орын бар. Мұнда Қара деп аталатын ерекше сарқыраманы көруге болады, тіпті ыстық ауа-райында"
205,"Мемлекет басшысы Қасым-Жомарт Тоқаев Есеп комитетінің төрағасы Наталья Годунованы қабылдады, - деп хабарлайды Tengrinews.kz тілшісі Ақорда сайтына"
206,"2021 жылғы 10 желтоқсан күні ""Түркістан"" сарайында ҚР Тәуелсіздігінің 30 жылдығына арналған салтанатты мерекелік іс-шара өтті. Салтанатты жиынға"
207,"2021 жылғы 6 желтоқсанда Нұр-Сұлтан қаласы, ""Астана"" концерттік залында XI ""Тәуелсіздік толғауы"" атты жаңа өнер туындыларына арналған және XVII"
208,Жамбыл облысы халқының үштен бірі бұқаралық спортпен жүйелі түрде айналысады. Өңірде 43 дене шынықтыру-сауықтыру кешені салынған. Тағы осындай
209,"Алматы тұрғыны автотұрақ үшін ағасын аяусыз ұрған сәттің куәгерлерін іздестіріп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
210,"Алматыда Әуезов көшесін ұзарту жұмыстары жүргізіліп жатыр. Қала тұрғындарының бірі құрылысшылар қазір қай кезеңде екенін биіктен көрсетті, -"
211,Кеше Нұр-Сұлтан қаласында аймақ басшысы Гүлшара Әбдіқалықова мен Навои облысының әкімі Нормат Тұрсунов қос өңірдің әріптестік аясын дамыту жөніндегі
212,"Белгілі қазақстандық режиссер Ермек Шынарбаевтың ""Қазақ тілі сабақтары"" фильмінің әлемдік деңгейдегі премьерасы 10 желтоқсанда Парижде өтеді,"
213,"Облыс әкімі Бердібек Сапарбаев Мамыр бағындағы мүмкіндігі шектеулі жандарға арналған ""Асар"" оңалту орталығында болып, ""Шапағат"" корпортивті"
214,"Бүгін облыстық Н.Бекежанов атындағы қазақ академиялық музыкалық драма театрында Қазақстанның еңбек сіңірген қайраткері, Қызылорда облысының"
215,"Ақтөбе әкімі Асхат Шахаров тағы бір лауазымға тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі Қазақстанның Жауынгерлік өнер қауымдастығының"
216,Ел Тәуелсіздігінің 30 жылдық мерейтойы аясында бүгін Қызылорда облысының Шиелі ауданындағы Тұран елді мекені көгілдір отынға қосылды. Облыс
217,Түркістан облысының мамандандырылған сотында Дене шынықтыру және спорт басқармасының қызметкерлеріне қатысты қылмыстық істер қаралды. Спорттық
218,Тәуелсіздіктің 30 жылдығына орай Қордай ауданындағы Отар ауылында 180 орындық Мәдениет үйі пайдалануға берілді. Жаңа нысанның ашылуына облыс
219,"Қазақстан Республикасы Мәдениет және спорт министрлігі ""Әзірет Сұлтан"" мемлекеттік тарихи-мәдени қорық-музейінің ұйымдастыруымен Нұр-Сұлтан"
220,"Нұр-Сұлтанда бассейндегі қайғылы оқиға бойынша нұсқаушыға үкім шығарылды, - деп хабарлайды Tengrinews.kz тілшісі елорда сотының сайтына"
221,"Режиссер Болат Қалымбетовтің ""Мұқағали"" көркем фильмі 25-ші Таллин ""Қараңғы түндер"" (PÖFF) кинофестивалінде экуменикалық қазылар алқасының сыйлығына"
222,"Көкпар толықтай жасанды серке муляжымен ойналуы мүмкін. Бұл туралы ҚР Ұлттық спорт қауымдастығының атқарушы директоры Рахат Жақсыбай мәлімдеді,"
223,"Аустралия Бейжіңдегі қысқы Олимпиада ойындарына өкілдерін жіберуден бас тарту мүмкіндігін қарастырып жатыр, - деп хабарлайды Tengrinews.kz тілшісі"
224,"Nomad Stunts каскадері Әлия Ысқақова Канадада беделді киножүлдеге ие болды, - деп хабарлайды Tengrinews.kz тілшісі."
225,"Қазақстанның 30 елмен визасыз режимді қалпына келтіретіні туралы хабарлама мерзімінен бұрын қабылданған шешім болып шықты, - деп хабарлайды"
226,"Ташкентте өткен самбодан әлем чемпионатында Қазақстан құрамасы 10 медаль жеңіп алып, командалық есепте төртінші орын иеленді. Алғашқы үштікте"
227,Мәжіліс депутаты Қазыбек Иса 2022 жылғы әлем чемпионатындағы іріктеу матчында Франциядан Қазақстан құрамасы жеңілгеннен кейін мемлекет тарапынан
228,"Қазақстан мен Түркия режиссер Ақан Сатаевтың ""Томирис"" фильмінің негізінде бірлескен тарихи сериал түсіруге ниет білдіріп отыр, - деп хабарлайды"
229,"Биші әрі тележүргізуші, ""Танцы со звездами"" шоуының қатысушысы Кристина Асмаловская 41 жасында коронавирустан қайтыс болды. Бұл туралы оның"
230,"""Қазақстан аруы - 2021"" байқауының тарихында алғаш рет үш жеңімпаз анықталды, - деп хабарлайды Tengrinews.kz тілшісі."
231,"Су қоймасы - суды жинау және сақтау үшін салынған жасанды су қоймасы. Әдетте, оны жергілікті тұрғындар халық шаруашылығында пайдаланады. Бірақ"
232,Қазақстан футбол федерациясының (ҚФФ) бас хатшысы Азамат Айтхожин 2022 жылғы әлем чемпионатында ұлттық құраманың Франциядан жеңілгеніне қатысты
233,"Қазақстан премьер-министрі Асқар Мамин жұмыс күні қалай өтетінін айтып берді, - деп хабарлайды Tengrinews.kz тілшісі."
234,ҚР Мәдениет және спорт министрінің бұйрығымен Самат Серікқанұлы Ерғалиев Қазақстан Республикасы Мәдениет және спорт министрлігінің Спорт және
235,Нұр-Сұлтанда қар жауды. Tengrinews.kz фототілшісі Тұрар Қазанғапов жексенбі күні кешке елорда көшелерін аралады.
236,"Dauletten атымен танылған блогер Дәулет Мұқаев Bizben Podcast жобасының қонағы болды, - деп хабарлайды Tengrinews.kz тілшісі. "
237,"Қызық әрі пайдалы мақала ✅ Ғасыр мұрасы - ""Айқап""! ⚡ Tengrinews.kz интернет-порталында өзекті тақырыптағы жарияланымдарды онлайн оқыңыз."
238,"Талдықорғанда Қазақстан Республикасы Ауыр атлетика федерациясы жаттықтырушылар кеңесінің отырысы өтті, - деп хабарлайды Tengrinews.kz тілшісі"
239,"Әлем чемпионы Теміртас Жүсіпов пен чемпионаттың күміс жүлдегері Махмұд Сабырхан өз жеңістерін Қазақстан Тәуелсіздігінің 30 жылдығына арнайды,"
240,"Қызық әрі пайдалы мақала ✅ ""Менде Президентке тікелей телефон шалуға мүмкіндік бар"". Тоқаевтың баспасөз хатшысымен сұхбат ⚡ Tengrinews.kz интернет-порталында өзекті тақырыптағы жарияланымдарды онлайн оқыңыз."
241,"Киберспорт федерациясының PR директоры Батырхан Тоғайбаев Қазақстандағы киберспорттың танымалдылығы, ең танымал компьютерлік және мобильді ойындар"
242,"Алматыда ""Медеуге"" дейін қосымша автобус бағыты іске қосылады, - деп хабарлайды Tengrinews.kz тілшісі қалалық мобильділік басқармасына сілтеме"
243,"Мәдениет және спорт министрлігі Сербияның Белград қаласында өтіп жатқан бокстан әлем чемпионатында ""Дикий Арман"" лақапатымен танымал қазақстандық"
244,"Бала құқықтары жөніндегі уәкіл Аружан Саин Түркістан облысында спортқа бөлінген бюджет қаражатын орынсыз жұмсайтынын мәлімдеді. Оның айтуынша,"
245,"Мәжіліс отырысы бір минут үнсіздікпен басталды. Депутаттар 1 қарашада қайтыс болған Темірхан Досмұхамбетовті еске алды, - деп хабарлайды Tengrinews.kz"
246,"Нұр-Сұлтан қаласының бас мемлекеттік санитария дәрігері қаласында шектеу және карантин шараларны жеңілдету туралы қаулыға қол қойды, - деп хабарлайды"
247,"28 қазанда Алматыда CHEVROLET Fest болды, оның барысында жаңарған екі автокөліктің - Chevrolet Equinox пен Chevrolet Tracker-дің тест-драйвы"
248,"Министрдің бұйрығымен Ислам Байрамуков Мәдениет және спорт министрінің штаттан тыс кеңесшісі қызметіне тағайындалды, - деп хабарлайды Tengrinews.kz"
249,"ЮНЕСКО клубтарының Қазақстандық Ұлттық Федерациясының ""Жастар және мұра"" жобасы аясында Үздік туристік маршруттар жасағаны үшін Қазақстаннан"
250,"73 жасында ҚР туризм және спорт экс-министрі, Астананың экс-әкімі, ҚР Ұлттық Олимпиада комитетінің экс-президенті Темірхан Мыңайдарұлы Досмұхамбетов"
251,"Ел Тәуелсіздігінің 30 жылдығы аясында Жамбыл облысының орталығында Қырғыз Республикасының Талас және Шу облыстарының күндері өтті, - деп хабарлайды"
252,Алматыда танымал қазақстандық спорт журналисі Евгений Гайдамакин коронавирустан қайтыс болды. Бұл туралы журналист Айдын Қожахмет Telegram-арнасында
253,"Батысқазақстандық спортшылар шәкіртақы кешіккеніне шағымданды. Оларға ай сайын төлем жергілікті бюджет есебінен төленеді, - деп хабарлайды Tengrinews.kz"
254,"Кейде дәрігерлер қойған диагноздан кейін көңіліміз түсіп, үмітіміз өшіп жатады, бірақ рухы мықты адамдар әрбір мүмкіндікті пайдаланып, арманына"
255,Каспий теңізі - Қазақстанның батыс шекарасын жуып жатқан әлемдегі ең үлкен тұйық су қоймасы. Бұл саяхатшыларды өзінің әсем табиғатымен ғана
256,"Подкастер, стендапер, КВН-ші, комик Нұрмахан Мұқанұлы Tengrinews.kz сайтындағы #BizbenPodcast жобасына қонақ болды. Әзілкеш қазіргі"
257,Қазақстандықтар Нұр-Сұлтан мектебінде балаларға жасырын екпе егілді деген ақпарат таратып жатыр. Қалалық білім басқармасы бұл жалған ақпарат
258,"Нұрлан Домбаев спортта Қазақстанда ғана емес, әлемде де үлкен жетістіктерге жеткен. Ол - паратхэквондодан екі дүркін әлем чемпионы және үш дүркін"
259,"15-24 қазан аралығында Италияның Лидо-ди-Йезоло қаласында кикбоксингтен ересектер арасындағы Әлем чемпионаты өтіп, Қазақстан құрамасы 17 медаль"
260,"Фристайлдан Қазақстан құрамасының бас бапкері Елена Круглыхина команданың бұрынғы мүшесі Александр Геберттің айыптауына жауап берді, - деп хабарлайды"
261,"Бұған дейін қазақстандық спортшы, фристайл (могул) командасының экс-мүшесі Александр Геберт Instagram парақшасында 2020 жылы ұлттық құрамадан"
262,Спорт және дене шынықтыру комитетінің төрағасы қызметінен босатылған Серік Сәпиев Динара Сәтжанға берген эксклюзив сұхбатында жаңа жұмыс орнын
263,"Алматыда 9 жастағы баланы іздеу жұмыстары жүріп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
264,"Қасым-Жомарт Тоқаев Қарағанды облысына жұмыс сапары барысында Жезқазған қаласындағы дарынды балаларға арналған мамандандырылған ""Өркен"" мектеп-интернатына"
265,"Ержан Еркінбаев мәдениет және спорт вице-министрі болып тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі Primeminister.kz сайтына сілтеме"
266,"Сауд Арабиясында Парсы шығанағындағы мұнай платформасында ойын-сауық саябағының құрылғаны туралы жарияланды, - деп хабарлайды Kaz.tengritravel.kz"
267,Бокстан Олимпиада чемпионы Серік Сәпиев Мәдениет және спорт министрлігі Спорт және дене шынықтыру істері комитетінің басшысы қызметінен кетуіне
268,Серік Сәпиев мәдениет және спорт министрлігі спорт және дене шынықтыру істері комитетінің төрағасы қызметінен босатылды. Ақпаратты министрлік
269,"Шахтинск қаласының 19 жастағы тұрғыны Руслан Фатахов кермеге тартылудан бес жаңа рекорд орнатып, Гиннестің рекордтар кітабына енді, - деп хабарлайды"
270,"Бақыт Ахметов ауыр атлетикадан Қазақстан ұлттық құрамасының бас бапкері қызметінен босатылды, - деп хабарлайды Tengrinews.kz тілшісі ауыр атлетика"
271,"BizbenPodcast жобасының бұл жолғы қонағы журналист Жұлдыз Әбділда болды, - деп хабарлайды Tengrinews.kz тілшісі."
272,"Әзілкеш Еркебұлан Мырзабек BizbenPodcast жобасының қонағы болды, - деп хабарлайды Tengrinews.kz тілшісі."
273,"Нұр-Сұлтандағы Қажымұқан Мұңайтпасов атындағы орталық стадион апаттық деп танылды. Ғимарат пен трибуна толық қиратылып, орнына жаңа кешен салынады."
274,"""Қостанай Аруы - 2021"" байқауының жеңімпазы Малика Каримова атанды, - деп хабарлайды Tengrinews.kz тілшісі."
275,"Жамбыл облысының орталығында ""Таразға тарту"" жобасы аясында гимнастика және үстел теннисі спорт кешені пайдалануға берілді, - деп хабарлайды"
276,Қарағандылықтар прокурордың балаларын апта сайын спорт кешеніне апаратын прокуратураның қызметтік көлігінің суретін түсіріп алды. Бұл факт бойынша
277,"Қазақстандық кинооператор және режиссер Игорь Вовнянко 80 жасқа қараған шағында қайтыс болды, - деп хабарлайды Tengrinews.kz тілшісі. Бұл туралы"
278,"Bizben Podcast жобасының бұл жолғы қонағы спорт комментаторы Ермұхамед Мәулен болды, - деп хабарлайды Tengrinews.kz тілшісі."
279,"Түркі өркениетінің ошағы, тарихы терең Тараз - тек еліміздегі ғана емес, Орталық Азиядағы ең көне қалалардың бірі. Мұны айғақтайтын тарихи негіздер,"
280,"Astana-Premier Tech велокомандасы 2022 жылы жаңа атауға ие болады, - деп хабарлайды Tengrinews.kz тілшісі команданың сайтына сілтеме жасап."
281,Елордада жастарға арналған Elorda Jastary арнайы тұрғын үй бағдарламасы іске қосылады. Бұл туралы елорда әкімі Алтай Көлгінов Instagram парақшасында
282,"Бүгін ақиық ақын Мұқағали Мақатаевтың 90 жылдығына орай Мелекеттік хатшы Қырымбек Көшербаев Хантәңірі мұзбалағының туған жері Қарасазда болып,"
283,"Мәдениет және спорт министрлігі өкілдері спортшылар мен бапкерлерге өмір бойына төленетін ақы неліктен көбейетінін түсіндірді, - деп хабарлайды"
284,"Ғабидолла Әбдірахымов мәдениет және спорт вице-министрі қызметінен кетті, - деп хабарлайды Tengrinews.kz тілшісі."
285,"Қазақстанда Олимпиада жүлдегерлері мен әлем чемпиондары, сондай-ақ олардың бапкеріне өмір бойына ай сайын төленетін ақыны ұлғайту ұсынылды."
286,"2022 жылы 4-20 ақпанда өтетін Пекиндегі қысқы Олимпиада мен Паралимпиада ойындарына шетелдік көрермендер қатыса алмайды, - деп хабарлайды Tengrinews.kz"
287,Іле-Алатау ұлттық саябағы Алматы қаласының маңында орналасқан және қала тұрғындары мен оңтүстік астана қонақтарының сүйікті демалыс орны болып
288,"Олимпиада чемпионы, бокстан мемлекеттік жаттықтырушы Бақтияр Артаев Қазақстан ҰОК Бас Ассамблеясында қанағаттанарлықсыз деп танылған боксшылардың"
289,"Президент Қасым-Жомарт Тоқаев Сингапурдың Surbana Jurong Wong Heang Fain компаниясының бас директорын қабылдады, - деп хабарлайды Tengrinews.kz"
290,"Tengrinews.kz сайтында ""Арамыздағы батырлар"" медиажобасы басталды. Жобаның мақсаты - ерлігінің арқасында біреудің өмірін құтқарып, басқаларға"
291,"Сергей Седов ауыр атлетикадан Қазақстан ерлер құрамасының аға бапкері қызметінен босатылды, - деп хабарлайды Tengrinews.kz тілшісі."
292,Түркияның курорттық Мугла провинциясына туристерді ерекше ойын-сауықпен тарту туралы шешім қабылданды. Ула ауданындағы Ula Arena стадионында
293,"Қазақстанның Тұңғыш Президенті елордада туристік, мәдени және әлеуметтік жаңа нысандар салу жоспарымен танысты, - деп хабарлайды Tengrinews.kz"
294,"Павлодарда спорт мектебінің залдарының бірінде жаттығу кезінде төбе опырылды. Ғимаратта жаттықтырушы мен оқушылар болды, олар шығып үлгерді."
295,"Танымал америкалық тележүргізуші Опра Уинфридің жобасы Instagram-да күзгі Алматының видеосын бөлісті, - деп хабарлайды Tengrinews.kz тілшісі."
296,"Алматы облысы, Сарқан ауданы тұрғын үй-коммуналдық шаруашылық және тұрғын үй инспекциясы бөлімінің басшысы ақша жымқырды деген күдікпен ұсталды,"
297,"Украиналық боксшы Александр Усик ұлыбританиялық Энтони Джошуаны жеңіп, ауыр салмақтағы 4 чемпиондық белбеу иегері атанды, - деп хабарлайды Tengrinews.kz"
298,Қазақстан бокс федерациясы боксшы Аида Сатыбалдинованың әйелдер құрамасындағы дәстүрлі емес жыныстық бағыт туралы айтқан сөзіне қатысты пікір
299,Президент Қасым-Жомарт Тоқаев екі күндік жұмыс сапарымен Маңғыстау облысына келді. Бұл туралы Мемлекет басшысының баспасөз хатшысы Берік Уәли
300,"Ауыратлет Альберт Линдердің бауыры тосын мәлімдеме жасады. Оның айтуынша, ауыратлет ағасының өзіне қол жұмсайтындай күйге түсуіне жаттықтырушысы"
301,"Параплан - бұл ең баяу ұшатын құрылғы, оны үйрену қиын емес, ол тіпті ұшқыштың қателіктеріне қарамастан, қауіпті аймақтан өздігінен шыға алады."
302,"Елбасының баспасөз қызметі Нұрсұлтан Назарбаевтың гольф ойнап жүрген видеосын жариялады, - деп хабарлайды Tengrinews.kz тілшісі."
303,"Мәдениет және спорт министрлігі ""Кинематография туралы"" заңға өзгерістер енгізуді жоспарлап отыр. фильмнің түпнұсқа нұсқасын міндетті түрде"
304,"Танымал америкалық кәсіпқой боксшы Рой Джонс Instagram тікелей эфирінде қай елдерде өмір сүре алатыны туралы сұраққа жауап берді, - деп хабарлайды"
305,Солтүстік Қазақстан облысындағы спорт мектебі Петропавл маңындағы республикалық тасжолында 12 жастағы велошабандоз қыздың өліміне қатысты пікір
306,"Бұрынғы мәдениет және спорт вице-министрі Ерлан Қожағапанов премьер-министрдің кеңесшісі болды, - деп хабарлайды Tengrinews.kz тілшісі."
307,"Мәдениет және спорт вице-министрі Ерлан Қожағапанов қызметінен кетті, - деп хабарлайды Tengrinews.kz тілшісі."
308,"1996 жылғы Олимпиада чемпионы, бірінші ауыр салмақта IBF тұжырымы бойынша бұрынғы әлем чемпионы қазақстандық Василий Жиров ""Спорт-Экспресс"""
309,"Бокстан 2008 жылғы Олимпиада чемпионы Бақыт Сәрсекбаев 2004 жылғы Олимпиада жеңімпазы, қазір Қазақстан бокс федерациясының вице-президенті Бақтияр"
310,"Шымкент тұрғыны қала мектептерінің бірінде оқушыларды ""ақылы"" және ""тегін"" оқитындар деп бөлетіндеріне шағымданды, - деп хабарлайды Tengrinews.kz"
311,"Нұр-Сұлтанда белгілі балуан, Олимпиада чемпионы Жақсылық Үшкемпіровке ескерткіш орнатылды, - деп хабарлайды Tengrinews.kz тілшісі."
312,Мемлекеттік хатшы Қырымбек Көшербаев Токиодағы Паралимпиадада сәтті өнер көрсеткен қазақстандық спортшыларға марапаттар мен ақшалай сертификат
313,"Алматылық Лаура Мұхтар Түркияда өтетін Miss Aura International 2021 сұлулық байқауына Қазақстан атынан қатысады, - деп хабарлайды Tengrinews.kz"
314,Қазақстанның Денсаулық сақтау министрлігі жанындағы Санитарлық-эпидемиологиялық бақылау комитетінің сайтында еліміздің бас санитар дәрігері
315,"Президент Қасым-Жомарт Тоқаевтың Қазақстан халқына жолдауы Ақорда сайтында жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
316,"ER-BATYR жобасының жаңа қонағы - ""Батыр боламын"" қоғамдық қорының президенті Арман Уахап. Жүргізуші Тимур Балымбетовпен әңгімеде ол қор құру"
317,"28 тамызда Ресейде ""Балтика-М"" мен ""Красная Звезда"" командалары арасындағы матч кезінде қақпашы Александр Шишмарев қаза болды. Дәрігерлер футболшыны"
318,"Шығыс Қазақстан облысы Тарбағатай ауданы Жетіарал ауылының мұғалімі 22 миллион теңгеге мектеп сатып алды, - деп хабарлайды Tengrinews.kz тілшісі."
319,"Танымал отбасылық дәрігер, педиатр Дмитрий Киреев балаларды дәстүрлі форматта оқуға дайындау бойынша ұсынысын бөлісті, - деп хабарлайды Tengrinews.kz"
320,Қазақстан мен Катар Доха - Алматы - Доха бағыты бойынша тікелей әуе рейсін ашуды және 30 күнге дейін визасыз режимді қалпына келтіруді жоспарлап
321,"Қазақстандық ауыратлет Денис Ұланов 2016 жылғы Рио-де-Жанейро Олимпиадасында қола медаль алғаны үшін әлі күнге дейін сыйақы алмағанын мәлімдеді,"
322,"Паралимпиада ойындары Токиода 24 тамызда басталады. Жарысқа Қазақстанның атынан спорттың жеті түрінен 25 спортшы қатысады, - деп хабарлайды"
323,"Пандемия басталғалы елімізде ішкі туризмнің қарқын алғаны байқалды. Қазақстандықтар әлеуметтік желілерде танымал демалыс орындарында, табиғи"
324,"Қазақстан Паралимпиада командасы Токиода өтетін 2020 жылғы ойындарға аттанды, - деп хабарлайды Tengrinews.kz тілшісі Olympic.kz сайтына сілтеме"
325,"Мемлекет басшысы Шығыс Қазақстан облысының әкімін қабылдады, - деп хабарлайды Tengrinews.kz тілшісі Ақорда сайтына сілтеме жасап."
326,Ауғанстан жастар құрамасының футболшысы Заки Анвари елден кетпек болғанда қаза тапты. Бұл туралы Twitter желісінде журналист Бабак Тагвай мәлім
327,Токио Олимпиадасында үш рет финалға шыққан қазақстандық гимнаст Милад Карими гимнастиканы барлық спорттың негізі деп санайды. Ол болашақта гимнастарға
328,"Абу-Дабидің төтенше жағдайларды, дағдарыстар мен апаттарды басқару комитеті 20 тамызда күшіне енетін жергілікті тұрғындар мен туристер үшін"
329,"Алматының бас санитария дәрігері Жандарбек Бекшин карантинді ұзарту туралы жаңа қаулысын түсіндірді, - деп хабарлайды Tengrinews.kz тілшісі."
330,Оңтүстік Корея президентінің резиденциясында ресми делегация мүшелері және Мемлекет басшысы Қасым-Жомарт Тоқаев пен президент Мун Чжэ Ин келіссөздер
331,"Олимпиада чемпионы Александр Винокуров ""Астана"" велокомандасына оралғаны туралы пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі Vesti.kz"
332,Алматы әкімдігі туризм саласына қызмет көрсету үшін Шымбұлақ аумағын қорғалатын табиғи аумақ қатарынан шығаруды сұрады. Осыған қатысты қала
333,"Александр Винокуров ""Астана"" велокомандасының спорт жетекшісі қызметіне оралады, - деп хабарлайды Tengrinews.kz тілшісі."
334,"Парижде өтетін 2024 жылғы Олимпиаданы ұйымдастыру комитеті турнирде таныстырылатын спорт түрлерінің тізімін жариялады, - деп хабарлайды Tengrinews.kz"
335,"Қазақстанда 15 тамызда Спорт күні атап өтіледі, - деп хабарлайды Tengrinews.kz тілшісі."
336,"Солтүстік Қазақстан облысы Қазақстан аумағының 3,6 пайызын алып жатыр. Сондай-ақ облыс табиғи ресурстарға бай. Көлдер, ормандар, шыңдар, көптеген"
337,Қазақстан Ұлттық Олимпиада комитеті (ҰОК) мен спорт федерациялары Токио Олимпиадасының нәтижелерін 10 қыркүйекке дейін талдайды. Бұл туралы
